table_code;table_name;series_code;series_name;unit_name;interval_id;chart_no;chart_title;sub_chart;sub_chart_title;legend_label;shape;rolling_average_periods;rolling_average_alignment;year_on_year;xmin;xmax;notes
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C10--L--B1G--A;..10 Proizvodnja živil -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;Predelovalne dejavnosti - rast dodane vrednosti po panogah;1.1;Rast dodane vrednosti v nizko tehnološko zahtevnih dejavnostih;Proiz. živil;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C11--L--B1G--A;..11 Proizvodnja pijač -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;1.1;Rast dodane vrednosti v nizko tehnološko zahtevnih dejavnostih;Proiz. pijač;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C13--L--B1G--A;..13 Proizvodnja tekstilij -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;1.1;Rast dodane vrednosti v nizko tehnološko zahtevnih dejavnostih;Proiz. tekstilij;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C14--L--B1G--A;..14 Proizvodnja oblačil -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;1.1;Rast dodane vrednosti v nizko tehnološko zahtevnih dejavnostih;Proiz. oblačil;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C15--L--B1G--A;..15 Proizvodnja usnja, usnjenih in sorodnih izdelkov -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;1.1;Rast dodane vrednosti v nizko tehnološko zahtevnih dejavnostih;Usnjarstvo;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C16--L--B1G--A;..16 Obdelava, predelava lesa, izdelkov iz lesa... -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;1.2;Rast dodane vrednosti v nizko tehnološko zahtevnih dejavnostih;Lesna ind.;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C17--L--B1G--A;..17 Proizvodnja papirja in izdelkov iz papirja -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;1.2;Rast dodane vrednosti v nizko tehnološko zahtevnih dejavnostih;Papirna ind.;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C18--L--B1G--A;..18 Tiskarstvo in razmnoževanje posnetih nosilcev zapisa -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;1.2;Rast dodane vrednosti v nizko tehnološko zahtevnih dejavnostih;Tiskarstvo;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C31--L--B1G--A;..31 Proizvodnja pohištva -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;1.2;Rast dodane vrednosti v nizko tehnološko zahtevnih dejavnostih;Pohištvena ind.;;;;TRUE;;;
0301915S;Proizvodna struktura BDP (proizvodnja, vmesna potrošnja in dodana vrednost po dejavnostih, SKD 2008), Slovenija, letno;SURS--0301915S--C32--L--B1G--A;..32 Druge raznovrstne predelovalne dejavnosti -- Stalne cene, referenčno leto 2010 (mio EUR) -- Dodana vrednost;mio eur;A;3.1;;1.2;Rast dodane vrednosti v nizko tehnološko zahtevnih dejavnostih;Dr. razno. pred. dej.;;;;TRUE;;;
