table_code;table_name;series_code;series_name;unit_name;interval_id;chart_no;chart_title;sub_chart;sub_chart_title;legend_label;shape;rolling_average_periods;rolling_average_alignment;year_on_year;xmin;xmax;notes
0714621S;Prosta delovna mesta, zasedena delovna mesta ter stopnja prostih delovnih mest po področjih dejavnosti od B do S [SKD 2008], desezonirani podatki, Slovenija, četrtletno;SURS--0714621S--1--B--Q;Število prostih delovnih mest  - SKUPAJ -- B RUDARSTVO;število;Q;4;Število prostih delovnih mest;;;Desezonirani podatki;;;;;;;
0714621S;Prosta delovna mesta, zasedena delovna mesta ter stopnja prostih delovnih mest po področjih dejavnosti od B do S [SKD 2008], desezonirani podatki, Slovenija, četrtletno;SURS--0714621S--1--C--Q;Število prostih delovnih mest  - SKUPAJ -- C PREDELOVALNE DEJAVNOSTI;število;Q;4;Število prostih delovnih mest;;;Desezonirani podatki;;;;;;;
0714621S;Prosta delovna mesta, zasedena delovna mesta ter stopnja prostih delovnih mest po področjih dejavnosti od B do S [SKD 2008], desezonirani podatki, Slovenija, četrtletno;SURS--0714621S--1--D--Q;Število prostih delovnih mest  - SKUPAJ -- D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO;število;Q;4;Število prostih delovnih mest;;;Desezonirani podatki;;;;;;;
0714621S;Prosta delovna mesta, zasedena delovna mesta ter stopnja prostih delovnih mest po področjih dejavnosti od B do S [SKD 2008], desezonirani podatki, Slovenija, četrtletno;SURS--0714621S--1--E--Q;Število prostih delovnih mest  - SKUPAJ -- E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA;število;Q;4;Število prostih delovnih mest;;;Desezonirani podatki;;;;;;;
0714621S;Prosta delovna mesta, zasedena delovna mesta ter stopnja prostih delovnih mest po področjih dejavnosti od B do S [SKD 2008], desezonirani podatki, Slovenija, četrtletno;SURS--0714621S--1--F--Q;Število prostih delovnih mest  - SKUPAJ -- F GRADBENIŠTVO;število;Q;4;Število prostih delovnih mest;;;Desezonirani podatki;;;;;;;
0714621S;Prosta delovna mesta, zasedena delovna mesta ter stopnja prostih delovnih mest po področjih dejavnosti od B do S [SKD 2008], desezonirani podatki, Slovenija, četrtletno;SURS--0714621S--1--G--Q;Število prostih delovnih mest  - SKUPAJ -- G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL;število;Q;4;Število prostih delovnih mest;;;Desezonirani podatki;;;;;;;
0714621S;Prosta delovna mesta, zasedena delovna mesta ter stopnja prostih delovnih mest po področjih dejavnosti od B do S [SKD 2008], desezonirani podatki, Slovenija, četrtletno;SURS--0714621S--1--H--Q;Število prostih delovnih mest  - SKUPAJ -- H PROMET IN SKLADIŠČENJE;število;Q;4;Število prostih delovnih mest;;;Desezonirani podatki;;;;;;;
0714621S;Prosta delovna mesta, zasedena delovna mesta ter stopnja prostih delovnih mest po področjih dejavnosti od B do S [SKD 2008], desezonirani podatki, Slovenija, četrtletno;SURS--0714621S--1--I--Q;Število prostih delovnih mest  - SKUPAJ -- I GOSTINSTVO;število;Q;4;Število prostih delovnih mest;;;Desezonirani podatki;;;;;;;
0714621S;Prosta delovna mesta, zasedena delovna mesta ter stopnja prostih delovnih mest po področjih dejavnosti od B do S [SKD 2008], desezonirani podatki, Slovenija, četrtletno;SURS--0714621S--1--J--Q;Število prostih delovnih mest  - SKUPAJ -- J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI;število;Q;4;Število prostih delovnih mest;;;Desezonirani podatki;;;;;;;
0714621S;Prosta delovna mesta, zasedena delovna mesta ter stopnja prostih delovnih mest po področjih dejavnosti od B do S [SKD 2008], desezonirani podatki, Slovenija, četrtletno;SURS--0714621S--1--K--Q;Število prostih delovnih mest  - SKUPAJ -- K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI;število;Q;4;Število prostih delovnih mest;;;Desezonirani podatki;;;;;;;
