table_code;table_name;series_code;series_name;unit_name;interval_id;chart_no;chart_title;sub_chart;sub_chart_title;legend_label;shape;rolling_average_periods;rolling_average_alignment;year_on_year;xmin;xmax;notes
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C--1--M;C PREDELOVALNE DEJAVNOSTI -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;Rast zaposlenosti v predelovalnih dejavnostih, medletno po četrtletjih;1;Rast zaposlenosti v nizko tehnološko zahtevnih pred.dejavnostih;Predelovalne dejavnosti;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C10--1--M;C10 Proizvodnja živil -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;1;Rast zaposlenosti v nizko tehnološko zahtevnih pred.dejavnostih;Proiz. živil;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C11--1--M;C11 Proizvodnja pijač -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;1;Rast zaposlenosti v nizko tehnološko zahtevnih pred.dejavnostih;Proiz. pijač;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C13--1--M;C13 Proizvodnja tekstilij -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;1;Rast zaposlenosti v nizko tehnološko zahtevnih pred.dejavnostih;Proiz. tekstilij;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C14--1--M;C14 Proizvodnja oblačil -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;1;Rast zaposlenosti v nizko tehnološko zahtevnih pred.dejavnostih;Proiz. oblačil;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C15--1--M;C15 Proizvodnja usnja, usnjenih in sorodnih izdelkov -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;1;Rast zaposlenosti v nizko tehnološko zahtevnih pred.dejavnostih;Usnjarstvo;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C16--1--M;C16 Obdelava in predelava lesa, proizvodnja izdelkov iz lesa, plute, slame in protja, razen pohištva -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;1;Rast zaposlenosti v nizko tehnološko zahtevnih pred.dejavnostih;Lesna ind.;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C17--1--M;C17 Proizvodnja papirja in izdelkov iz papirja -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;1;Rast zaposlenosti v nizko tehnološko zahtevnih pred.dejavnostih;Papirna ind.;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C18--1--M;C18 Tiskarstvo in razmnoževanje posnetih nosilcev zapisa -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;1;Rast zaposlenosti v nizko tehnološko zahtevnih pred.dejavnostih;Tiskarstvo;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C20--1--M;C20 Proizvodnja kemikalij, kemičnih izdelkov -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;3;Rast zaposlenosti v srednje visoko tehnološko zahtevnih pred.dejavnostih;Kemična ind.;;;;TRUE;;;
0700921S;Delovno aktivno prebivalstvo po dejavnostih (SKD 2008), Slovenija, mesečno;SURS--0700921S--C21--1--M;C21 Proizvodnja farmacevtskih surovin in preparatov -- 1 Delovno aktivno prebivalstvo - SKUPAJ;število;M;4.2;;4;Rast zaposlenosti v visoko tehnološko zahtevnih pred.dejavnostih;Farmacevtska ind.;;;;TRUE;;;
