table_code;table_name;series_code;series_name;unit_name;interval_id;chart_no;chart_title;sub_chart;sub_chart_title;legend_label;shape;rolling_average_periods;rolling_average_alignment;year_on_year;xmin;xmax;notes
1701102S;Indeksi industrijske proizvodnje (mesec / povprečje leta 2015) po področju in namenski skupini (SKD 2008), originalni podatki in podatki, iz katerih so izločeni vplivi sezone in koledarja, Slovenija, mesečno;SURS--1701102S--ycal--A[mig]--M;Podatki z izločenimi vplivi koledarja -- A Proizvodi za vmesno porabo;indeks;M;8.3;Rast proizvodnje v industriji, medletna, del. dnem prilagojena;2;Rast industrijske proizvodnje po namenskih skupinah;A Proizvodi za vmesno porabo;;;;TRUE;;;ali lahko dodamo povprečno medletno rast v tekočem letu
1701102S;Indeksi industrijske proizvodnje (mesec / povprečje leta 2015) po področju in namenski skupini (SKD 2008), originalni podatki in podatki, iz katerih so izločeni vplivi sezone in koledarja, Slovenija, mesečno;SURS--1701102S--ycal--AE[mig]--M;Podatki z izločenimi vplivi koledarja -- AE Energenti;indeks;M;8.3;;2;Rast industrijske proizvodnje po namenskih skupinah;AE Energenti;;;;TRUE;;;ali lahko dodamo povprečno medletno rast v tekočem letu
1701102S;Indeksi industrijske proizvodnje (mesec / povprečje leta 2015) po področju in namenski skupini (SKD 2008), originalni podatki in podatki, iz katerih so izločeni vplivi sezone in koledarja, Slovenija, mesečno;SURS--1701102S--ycal--AI[mig]--M;Podatki z izločenimi vplivi koledarja -- AI Surovine;indeks;M;8.3;;2;Rast industrijske proizvodnje po namenskih skupinah;AI Surovine;;;;TRUE;;;ali lahko dodamo povprečno medletno rast v tekočem letu
1701102S;Indeksi industrijske proizvodnje (mesec / povprečje leta 2015) po področju in namenski skupini (SKD 2008), originalni podatki in podatki, iz katerih so izločeni vplivi sezone in koledarja, Slovenija, mesečno;SURS--1701102S--ycal--B[mig]--M;Podatki z izločenimi vplivi koledarja -- B Proizvodi za investicije;indeks;M;8.3;;2;Rast industrijske proizvodnje po namenskih skupinah;B Proizvodi za investicije;;;;TRUE;;;ali lahko dodamo povprečno medletno rast v tekočem letu
1701102S;Indeksi industrijske proizvodnje (mesec / povprečje leta 2015) po področju in namenski skupini (SKD 2008), originalni podatki in podatki, iz katerih so izločeni vplivi sezone in koledarja, Slovenija, mesečno;SURS--1701102S--ycal--B[skd]--M;Podatki z izločenimi vplivi koledarja -- B RUDARSTVO;indeks;M;8.3;;1;Rast industrijske proizvodnje;B RUDARSTVO;;;;TRUE;;;ali lahko dodamo povprečno medletno rast v tekočem letu
1701102S;Indeksi industrijske proizvodnje (mesec / povprečje leta 2015) po področju in namenski skupini (SKD 2008), originalni podatki in podatki, iz katerih so izločeni vplivi sezone in koledarja, Slovenija, mesečno;SURS--1701102S--ycal--B+C+D[skd]--M;Podatki z izločenimi vplivi koledarja -- B+C+D Industrija;indeks;M;8.3;;1;Rast industrijske proizvodnje;B+C+D Industrija;;;;TRUE;;;ali lahko dodamo povprečno medletno rast v tekočem letu
1701102S;Indeksi industrijske proizvodnje (mesec / povprečje leta 2015) po področju in namenski skupini (SKD 2008), originalni podatki in podatki, iz katerih so izločeni vplivi sezone in koledarja, Slovenija, mesečno;SURS--1701102S--ycal--C[mig]--M;Podatki z izločenimi vplivi koledarja -- C Proizvodi za široko porabo;indeks;M;8.3;;2;Rast industrijske proizvodnje po namenskih skupinah;C Proizvodi za široko porabo;;;;TRUE;;;ali lahko dodamo povprečno medletno rast v tekočem letu
1701102S;Indeksi industrijske proizvodnje (mesec / povprečje leta 2015) po področju in namenski skupini (SKD 2008), originalni podatki in podatki, iz katerih so izločeni vplivi sezone in koledarja, Slovenija, mesečno;SURS--1701102S--ycal--C[skd]--M;Podatki z izločenimi vplivi koledarja -- C PREDELOVALNE DEJAVNOSTI;indeks;M;8.3;;1;Rast industrijske proizvodnje;C PREDELOVALNE DEJAVNOSTI;;;;TRUE;;;ali lahko dodamo povprečno medletno rast v tekočem letu
1701102S;Indeksi industrijske proizvodnje (mesec / povprečje leta 2015) po področju in namenski skupini (SKD 2008), originalni podatki in podatki, iz katerih so izločeni vplivi sezone in koledarja, Slovenija, mesečno;SURS--1701102S--ycal--CD[mig]--M;Podatki z izločenimi vplivi koledarja -- CD Trajni proizvodi za široko porabo;indeks;M;8.3;;2;Rast industrijske proizvodnje po namenskih skupinah;CD Trajni proizvodi za široko porabo;;;;TRUE;;;ali lahko dodamo povprečno medletno rast v tekočem letu
1701102S;Indeksi industrijske proizvodnje (mesec / povprečje leta 2015) po področju in namenski skupini (SKD 2008), originalni podatki in podatki, iz katerih so izločeni vplivi sezone in koledarja, Slovenija, mesečno;SURS--1701102S--ycal--CN[mig]--M;Podatki z izločenimi vplivi koledarja -- CN Netrajni proizvodi za široko porabo;indeks;M;8.3;;2;Rast industrijske proizvodnje po namenskih skupinah;CN Netrajni proizvodi za široko porabo;;;;TRUE;;;ali lahko dodamo povprečno medletno rast v tekočem letu
1701102S;Indeksi industrijske proizvodnje (mesec / povprečje leta 2015) po področju in namenski skupini (SKD 2008), originalni podatki in podatki, iz katerih so izločeni vplivi sezone in koledarja, Slovenija, mesečno;SURS--1701102S--ycal--D[skd]--M;Podatki z izločenimi vplivi koledarja -- D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO;indeks;M;8.3;;1;Rast industrijske proizvodnje;D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO;;;;TRUE;;;ali lahko dodamo povprečno medletno rast v tekočem letu
